year,month,day,hour,lat,long,status,category,wind,pressure,tropicalstorm_force_diameter,hurricane_force_diameter,date
1975,6,28,18,34.0,-77.0,tropical depression,0.0,30,1006,125.47454275827978,4.555116164112704,1975-06-28
1975,7,26,0,31.0,-75.0,tropical depression,0.0,30,1005,125.47454275827978,4.555116164112704,1975-07-26
1975,9,1,0,25.1,-98.3,tropical depression,0.0,30,1000,125.47454275827978,4.555116164112704,1975-09-01
1975,9,24,0,35.5,-84.3,tropical depression,0.0,30,999,125.47454275827978,4.555116164112704,1975-09-24
1975,9,25,0,23.8,-57.2,tropical depression,0.0,30,1005,125.47454275827978,4.555116164112704,1975-09-25
1975,9,24,12,12.9,-40.0,tropical depression,0.0,30,1010,125.47454275827978,4.555116164112704,1975-09-24
1975,10,26,12,31.8,-79.6,tropical depression,0.0,30,1005,125.47454275827978,4.555116164112704,1975-10-26
1975,10,27,12,35.7,-73.8,tropical storm,0.0,45,1004,125.47454275827978,4.555116164112704,1975-10-27
1975,8,31,18,24.8,-98.0,tropical storm,0.0,55,993,125.47454275827978,4.555116164112704,1975-08-31
1975,7,2,18,37.3,-64.1,tropical storm,0.0,60,986,125.47454275827978,4.555116164112704,1975-07-02
1975,7,27,0,35.0,-71.0,tropical storm,0.0,60,992,125.47454275827978,4.555116164112704,1975-07-27
1975,9,4,0,42.8,-42.0,tropical storm,0.0,60,995,125.47454275827978,4.555116164112704,1975-09-04
1975,9,22,0,23.6,-88.9,tropical storm,0.0,60,995,125.47454275827978,4.555116164112704,1975-09-22
1975,9,25,18,25.5,-59.4,tropical storm,0.0,60,993,125.47454275827978,4.555116164112704,1975-09-25
1975,9,25,12,15.4,-43.0,tropical storm,0.0,60,1000,125.47454275827978,4.555116164112704,1975-09-25
1975,7,28,0,39.3,-67.2,hurricane,1.0,75,980,260.7875894988067,65.74582338902148,1975-07-28
1975,9,27,18,37.4,-65.0,hurricane,1.0,90,985,260.7875894988067,65.74582338902148,1975-09-27
1975,9,3,12,41.1,-43.0,hurricane,1.0,95,965,260.7875894988067,65.74582338902148,1975-09-03
1975,8,31,6,24.1,-97.5,hurricane,2.0,100,963,261.2996389891697,75.57761732851985,1975-08-31
1975,9,23,12,30.2,-86.3,hurricane,2.0,110,955,261.2996389891697,75.57761732851985,1975-09-23
1975,10,2,18,37.8,-67.0,hurricane,3.0,120,939,270.45893719806764,82.27053140096618,1975-10-02
1976,10,22,18,19.1,-55.8,tropical depression,0.0,25,1006,125.47454275827978,4.555116164112704,1976-10-22
1976,8,6,18,26.0,-73.4,tropical depression,0.0,30,1009,125.47454275827978,4.555116164112704,1976-08-06
1976,8,18,12,31.7,-68.2,tropical depression,0.0,30,1007,125.47454275827978,4.555116164112704,1976-08-18
1976,8,19,6,24.8,-82.0,tropical depression,0.0,30,1003,125.47454275827978,4.555116164112704,1976-08-19
1976,8,22,6,15.8,-55.2,tropical depression,0.0,30,1009,125.47454275827978,4.555116164112704,1976-08-22
1976,8,20,18,40.8,-61.0,tropical storm,0.0,40,997,125.47454275827978,4.555116164112704,1976-08-20
1976,8,20,6,29.6,-80.0,tropical storm,0.0,45,996,125.47454275827978,4.555116164112704,1976-08-20
1976,10,25,12,30.4,-55.7,tropical storm,0.0,50,1000,125.47454275827978,4.555116164112704,1976-10-25
1976,8,10,6,41.0,-73.2,tropical storm,0.0,60,983,125.47454275827978,4.555116164112704,1976-08-10
1976,8,25,6,26.0,-63.4,tropical storm,0.0,60,991,125.47454275827978,4.555116164112704,1976-08-25
1976,10,25,0,27.2,-57.5,hurricane,0.0,65,995,125.47454275827978,4.555116164112704,1976-10-25
1976,8,23,18,44.4,-51.2,hurricane,1.0,80,971,260.7875894988067,65.74582338902148,1976-08-23
1976,8,30,12,34.9,-52.0,hurricane,1.0,90,975,260.7875894988067,65.74582338902148,1976-08-30
1976,8,9,6,32.5,-75.2,hurricane,2.0,105,959,261.2996389891697,75.57761732851985,1976-08-09
1977,9,9,0,34.8,-80.2,tropical depression,0.0,25,1012,125.47454275827978,4.555116164112704,1977-09-09
1977,8,30,0,26.9,-89.4,tropical depression,0.0,30,1009,125.47454275827978,4.555116164112704,1977-08-30
1977,9,7,18,34.9,-73.0,tropical depression,0.0,30,1010,125.47454275827978,4.555116164112704,1977-09-07
1977,9,27,6,30.2,-67.9,tropical depression,0.0,30,1005,125.47454275827978,4.555116164112704,1977-09-27
1977,10,14,0,29.0,-64.0,tropical depression,0.0,30,1008,125.47454275827978,4.555116164112704,1977-10-14
1977,10,18,12,17.5,-86.6,tropical depression,0.0,30,1006,125.47454275827978,4.555116164112704,1977-10-18
1977,8,30,12,26.7,-90.3,tropical storm,0.0,50,1003,125.47454275827978,4.555116164112704,1977-08-30
1977,9,5,18,29.8,-91.6,tropical storm,0.0,50,1000,125.47454275827978,4.555116164112704,1977-09-05
1977,10,14,18,35.9,-64.4,tropical storm,0.0,50,999,125.47454275827978,4.555116164112704,1977-10-14
1977,10,18,0,17.3,-85.0,tropical storm,0.0,50,1006,125.47454275827978,4.555116164112704,1977-10-18
1977,9,9,6,34.8,-63.5,tropical storm,0.0,60,1000,125.47454275827978,4.555116164112704,1977-09-09
1977,9,28,6,34.4,-60.8,tropical storm,0.0,60,992,125.47454275827978,4.555116164112704,1977-09-28
1977,9,5,6,28.7,-91.4,hurricane,0.0,65,995,125.47454275827978,4.555116164112704,1977-09-05
1977,9,9,0,35.5,-64.6,hurricane,0.0,65,998,125.47454275827978,4.555116164112704,1977-09-09
1977,10,15,18,47.4,-59.2,hurricane,0.0,70,999,125.47454275827978,4.555116164112704,1977-10-15
1977,9,29,0,38.3,-57.0,hurricane,1.0,75,980,260.7875894988067,65.74582338902148,1977-09-29
1977,9,2,6,24.2,-97.1,hurricane,4.0,150,926,254.8905109489051,83.21167883211679,1977-09-02
1978,7,31,18,28.6,-98.7,tropical depression,0.0,30,1010,125.47454275827978,4.555116164112704,1978-07-31
1978,8,6,12,24.2,-93.3,tropical depression,0.0,30,1009,125.47454275827978,4.555116164112704,1978-08-06
1978,8,12,0,12.2,-68.8,tropical depression,0.0,30,1010,125.47454275827978,4.555116164112704,1978-08-12
1978,8,29,12,32.0,-93.0,tropical depression,0.0,30,1002,125.47454275827978,4.555116164112704,1978-08-29
1978,8,30,12,27.0,-62.0,tropical depression,0.0,30,1010,125.47454275827978,4.555116164112704,1978-08-30
1978,9,10,6,28.6,-54.8,tropical depression,0.0,30,1008,125.47454275827978,4.555116164112704,1978-09-10
1978,10,8,6,18.6,-57.7,tropical depression,0.0,30,1009,125.47454275827978,4.555116164112704,1978-10-08
1978,10,28,18,23.5,-72.7,tropical depression,0.0,30,1008,125.47454275827978,4.555116164112704,1978-10-28
1978,7,31,0,26.4,-97.4,tropical storm,0.0,45,1005,125.47454275827978,4.555116164112704,1978-07-31
1978,8,8,0,21.1,-96.8,tropical storm,0.0,45,1007,125.47454275827978,4.555116164112704,1978-08-08
1978,10,11,0,26.2,-70.9,tropical storm,0.0,45,1006,125.47454275827978,4.555116164112704,1978-10-11
1978,8,29,0,29.6,-93.6,tropical storm,0.0,50,1000,125.47454275827978,4.555116164112704,1978-08-29
1978,9,16,0,13.8,-75.3,tropical storm,0.0,55,995,125.47454275827978,4.555116164112704,1978-09-16
1978,9,20,0,45.5,-33.0,tropical storm,0.0,55,990,125.47454275827978,4.555116164112704,1978-09-20
1978,10,29,12,25.7,-73.7,tropical storm,0.0,55,998,125.47454275827978,4.555116164112704,1978-10-29
1978,8,10,0,12.8,-52.8,tropical storm,0.0,60,1006,125.47454275827978,4.555116164112704,1978-08-10
1978,8,31,12,28.8,-67.6,tropical storm,0.0,60,986,125.47454275827978,4.555116164112704,1978-08-31
1978,9,12,0,31.3,-44.7,tropical storm,0.0,60,995,125.47454275827978,4.555116164112704,1978-09-12
1978,10,30,12,28.9,-72.6,hurricane,0.0,70,990,125.47454275827978,4.555116164112704,1978-10-30
1978,8,9,6,13.9,-46.8,hurricane,1.0,80,980,260.7875894988067,65.74582338902148,1978-08-09
1978,9,13,0,31.8,-42.9,hurricane,1.0,85,976,260.7875894988067,65.74582338902148,1978-09-13
1978,9,18,6,15.8,-84.3,hurricane,3.0,115,947,270.45893719806764,82.27053140096618,1978-09-18
1978,9,4,12,40.0,-63.0,hurricane,3.0,120,956,270.45893719806764,82.27053140096618,1978-09-04
1979,8,26,0,11.7,-40.3,tropical depression,0.0,30,1006,125.47454275827978,4.555116164112704,1979-08-26
1979,9,8,18,21.6,-80.5,tropical depression,0.0,30,1002,125.47454275827978,4.555116164112704,1979-09-08
1979,9,1,18,20.6,-74.6,tropical storm,0.0,60,1002,125.47454275827978,4.555116164112704,1979-09-01
1979,9,10,6,22.7,-83.3,tropical storm,0.0,60,992,125.47454275827978,4.555116164112704,1979-09-10
1979,9,13,0,29.7,-88.0,hurricane,3.0,115,946,270.45893719806764,82.27053140096618,1979-09-13
1979,8,31,18,17.9,-69.7,hurricane,4.0,150,926,254.8905109489051,83.21167883211679,1979-08-31
1980,8,11,18,28.9,-102.9,tropical depression,0.0,30,1008,125.47454275827978,4.555116164112704,1980-08-11
1980,8,11,0,27.7,-99.8,tropical storm,0.0,60,990,125.47454275827978,4.555116164112704,1980-08-11
1980,8,7,18,21.8,-86.4,hurricane,5.0,165,899,225.0,61.666666666666664,1980-08-07
1983,8,19,6,32.4,-97.4,tropical depression,0.0,30,1003,125.47454275827978,4.555116164112704,1983-08-19
1983,8,16,18,27.3,-92.8,tropical storm,0.0,60,998,125.47454275827978,4.555116164112704,1983-08-16
1983,8,18,7,29.1,-95.1,hurricane,2.0,100,962,261.2996389891697,75.57761732851985,1983-08-18
1985,9,3,6,32.4,-92.8,tropical depression,0.0,30,1004,125.47454275827978,4.555116164112704,1985-09-03
1985,9,19,18,17.0,-43.8,tropical depression,0.0,30,1006,125.47454275827978,4.555116164112704,1985-09-19
1985,9,2,18,31.0,-90.4,tropical storm,0.0,60,990,125.47454275827978,4.555116164112704,1985-09-02
1985,9,21,12,17.7,-54.2,tropical storm,0.0,60,1000,125.47454275827978,4.555116164112704,1985-09-21
1985,9,2,0,29.4,-85.9,hurricane,2.0,110,953,261.2996389891697,75.57761732851985,1985-09-02
1985,9,25,6,25.1,-70.9,hurricane,3.0,125,920,270.45893719806764,82.27053140096618,1985-09-25
1987,8,10,18,31.3,-94.1,tropical depression,0.0,30,1009,125.47454275827978,4.555116164112704,1987-08-10
1987,8,10,12,30.5,-94.5,tropical storm,0.0,40,1009,125.47454275827978,4.555116164112704,1987-08-10
1987,8,23,18,48.5,-33.0,hurricane,0.0,65,988,125.47454275827978,4.555116164112704,1987-08-23
1988,9,10,0,25.0,-23.0,tropical depression,0.0,25,1009,125.47454275827978,4.555116164112704,1988-09-10
1988,9,18,6,27.6,-103.7,tropical depression,0.0,30,1004,125.47454275827978,4.555116164112704,1988-09-18
1988,10,11,0,9.5,-43.6,tropical depression,0.0,30,1008,125.47454275827978,4.555116164112704,1988-10-11
1988,9,9,6,21.4,-22.0,tropical storm,0.0,50,996,125.47454275827978,4.555116164112704,1988-09-09
1988,9,10,18,15.7,-65.4,tropical storm,0.0,55,992,125.47454275827978,4.555116164112704,1988-09-10
1988,10,17,18,11.8,-73.0,tropical storm,0.0,60,993,125.47454275827978,4.555116164112704,1988-10-17
1988,10,22,10,11.9,-83.7,hurricane,3.0,125,932,270.45893719806764,82.27053140096618,1988-10-22
1988,9,14,0,19.7,-83.8,hurricane,5.0,160,888,225.0,61.666666666666664,1988-09-14
1989,9,11,12,12.8,-27.3,tropical depression,0.0,30,1005,125.47454275827978,4.555116164112704,1989-09-11
1989,9,13,12,12.8,-41.8,tropical storm,0.0,60,990,125.47454275827978,4.555116164112704,1989-09-13
1989,8,1,13,29.6,-94.4,hurricane,0.0,70,986,125.47454275827978,4.555116164112704,1989-08-01
1989,9,15,18,14.6,-54.6,hurricane,4.0,140,918,254.8905109489051,83.21167883211679,1989-09-15
1990,8,8,12,20.8,-100.8,tropical depression,0.0,30,1009,125.47454275827978,4.555116164112704,1990-08-08
1990,10,8,6,20.4,-67.5,tropical depression,0.0,30,1005,125.47454275827978,4.555116164112704,1990-10-08
1990,8,7,0,20.6,-93.6,tropical storm,0.0,60,998,125.47454275827978,4.555116164112704,1990-08-07
1990,10,6,12,18.3,-62.1,tropical storm,0.0,60,995,125.47454275827978,4.555116164112704,1990-10-06
1990,10,5,18,17.4,-61.4,hurricane,0.0,70,991,125.47454275827978,4.555116164112704,1990-10-05
1990,10,5,18,34.1,-38.4,hurricane,1.0,75,980,260.7875894988067,65.74582338902148,1990-10-05
1990,8,7,19,20.9,-97.0,hurricane,1.0,85,980,260.7875894988067,65.74582338902148,1990-08-07
1991,10,25,12,14.1,-47.7,tropical depression,0.0,25,1009,125.47454275827978,4.555116164112704,1991-10-25
1991,8,25,18,14.8,-28.6,tropical depression,0.0,30,1010,125.47454275827978,4.555116164112704,1991-08-25
1991,11,2,18,46.3,-62.6,tropical depression,0.0,30,1005,125.47454275827978,4.555116164112704,1991-11-02
1991,8,16,12,25.9,-75.4,tropical depression,0.0,30,1010,125.47454275827978,4.555116164112704,1991-08-16
1991,11,2,6,41.6,-64.7,tropical storm,0.0,60,988,125.47454275827978,4.555116164112704,1991-11-02
1991,8,20,1,44.1,-69.1,tropical storm,0.0,60,981,125.47454275827978,4.555116164112704,1991-08-20
1991,11,2,0,39.5,-65.7,hurricane,0.0,65,981,125.47454275827978,4.555116164112704,1991-11-02
1991,8,19,6,36.5,-74.5,hurricane,2.0,100,950,261.2996389891697,75.57761732851985,1991-08-19
1992,6,26,12,28.5,-82.9,tropical depression,0.0,30,1007,125.47454275827978,4.555116164112704,1992-06-26
1992,7,25,18,29.8,-62.2,tropical depression,0.0,30,1016,125.47454275827978,4.555116164112704,1992-07-25
1992,10,1,0,25.4,-43.9,tropical depression,0.0,30,1011,125.47454275827978,4.555116164112704,1992-10-01
1992,8,27,12,32.8,-89.6,tropical depression,0.0,30,998,125.47454275827978,4.555116164112704,1992-08-27
1992,8,22,0,25.3,-65.9,tropical storm,0.0,55,1000,125.47454275827978,4.555116164112704,1992-08-22
1992,8,23,18,25.4,-75.8,hurricane,4.0,150,922,254.8905109489051,83.21167883211679,1992-08-23
1993,6,2,6,27.8,-71.8,tropical depression,0.0,30,999,125.47454275827978,4.555116164112704,1993-06-02
1993,9,30,18,39.6,-62.2,tropical depression,0.0,30,1008,125.47454275827978,4.555116164112704,1993-09-30
1994,7,20,14,33.2,-79.2,tropical depression,0.0,30,1015,125.47454275827978,4.555116164112704,1994-07-20
1994,8,31,12,23.0,-99.0,tropical depression,0.0,30,1008,125.47454275827978,4.555116164112704,1994-08-31
1994,9,26,0,16.6,-88.7,tropical depression,0.0,30,1006,125.47454275827978,4.555116164112704,1994-09-26
1994,9,28,18,16.3,-21.9,tropical depression,0.0,30,1008,125.47454275827978,4.555116164112704,1994-09-28
1994,9,30,12,23.0,-85.5,tropical depression,0.0,30,1005,125.47454275827978,4.555116164112704,1994-09-30
1995,8,7,6,21.7,-98.2,tropical depression,0.0,30,1003,125.47454275827978,4.555116164112704,1995-08-07
1995,9,13,6,26.4,-60.0,tropical depression,0.0,30,1009,125.47454275827978,4.555116164112704,1995-09-13
1995,8,28,18,11.4,-27.5,tropical depression,0.0,30,1008,125.47454275827978,4.555116164112704,1995-08-28
1995,9,12,18,11.7,-50.9,tropical depression,0.0,30,1006,125.47454275827978,4.555116164112704,1995-09-12
1995,10,5,12,35.4,-85.7,tropical depression,0.0,30,982,125.47454275827978,4.555116164112704,1995-10-05
1995,10,8,12,12.1,-57.5,tropical depression,0.0,30,1009,125.47454275827978,4.555116164112704,1995-10-08
1995,10,20,6,22.0,-95.5,tropical depression,0.0,30,1009,125.47454275827978,4.555116164112704,1995-10-20
1995,10,24,12,18.0,-63.7,tropical depression,0.0,30,1007,125.47454275827978,4.555116164112704,1995-10-24
1995,10,27,6,25.3,-58.6,tropical depression,0.0,30,1002,125.47454275827978,4.555116164112704,1995-10-27
1995,8,31,0,14.0,-37.9,tropical storm,0.0,55,998,125.47454275827978,4.555116164112704,1995-08-31
1995,9,21,18,39.6,-59.3,tropical storm,0.0,60,990,125.47454275827978,4.555116164112704,1995-09-21
1995,10,2,6,20.8,-92.1,tropical storm,0.0,60,980,125.47454275827978,4.555116164112704,1995-10-02
1995,10,17,6,20.9,-92.6,tropical storm,0.0,60,995,125.47454275827978,4.555116164112704,1995-10-17
1995,11,1,12,37.4,-35.4,tropical storm,0.0,60,974,125.47454275827978,4.555116164112704,1995-11-01
1995,6,5,0,27.6,-86.1,hurricane,0.0,65,988,125.47454275827978,4.555116164112704,1995-06-05
1995,10,31,18,37.1,-43.2,hurricane,1.0,75,973,260.7875894988067,65.74582338902148,1995-10-31
1995,9,17,3,20.7,-67.1,hurricane,2.0,100,949,261.2996389891697,75.57761732851985,1995-09-17
1995,10,11,2,20.0,-87.6,hurricane,2.0,100,958,261.2996389891697,75.57761732851985,1995-10-11
1995,9,4,12,17.0,-58.0,hurricane,4.0,130,945,254.8905109489051,83.21167883211679,1995-09-04
1995,10,4,12,27.3,-88.5,hurricane,4.0,130,919,254.8905109489051,83.21167883211679,1995-10-04
1996,7,25,6,11.9,-66.5,tropical depression,0.0,30,1007,125.47454275827978,4.555116164112704,1996-07-25
1996,9,8,6,43.4,-79.9,tropical depression,0.0,30,999,125.47454275827978,4.555116164112704,1996-09-08
1996,9,7,0,15.2,-57.0,tropical depression,0.0,30,1006,125.47454275827978,4.555116164112704,1996-09-07
1996,7,27,6,11.6,-78.1,tropical storm,0.0,60,992,125.47454275827978,4.555116164112704,1996-07-27
1996,8,31,6,20.8,-61.2,tropical storm,0.0,60,987,125.47454275827978,4.555116164112704,1996-08-31
1996,9,15,12,46.3,-59.1,tropical storm,0.0,60,982,125.47454275827978,4.555116164112704,1996-09-15
1996,7,28,4,12.2,-83.9,hurricane,1.0,75,985,260.7875894988067,65.74582338902148,1996-07-28
1996,9,5,6,29.8,-76.7,hurricane,2.0,105,952,261.2996389891697,75.57761732851985,1996-09-05
1996,9,13,0,25.9,-71.5,hurricane,3.0,120,935,270.45893719806764,82.27053140096618,1996-09-13
1997,7,18,18,14.8,-58.9,tropical depression,0.0,30,1013,125.47454275827978,4.555116164112704,1997-07-18
1998,9,30,6,30.7,-86.3,tropical depression,0.0,30,1000,125.47454275827978,4.555116164112704,1998-09-30
1998,11,4,6,20.8,-89.6,tropical depression,0.0,30,998,125.47454275827978,4.555116164112704,1998-11-04
1998,11,27,12,25.4,-41.7,tropical depression,0.0,30,1009,125.47454275827978,4.555116164112704,1998-11-27
1998,9,17,12,12.0,-38.1,tropical storm,0.0,55,994,125.47454275827978,4.555116164112704,1998-09-17
1998,10,29,18,15.8,-85.6,tropical storm,0.0,60,994,125.47454275827978,4.555116164112704,1998-10-29
1998,8,26,18,33.4,-77.8,hurricane,2.0,100,962,261.2996389891697,75.57761732851985,1998-08-26
1998,9,20,6,16.0,-56.3,hurricane,4.0,135,937,254.8905109489051,83.21167883211679,1998-09-20
1998,10,27,0,17.2,-83.8,hurricane,4.0,155,910,254.8905109489051,83.21167883211679,1998-10-27
